Process_ID,Sample_ID,Watershed,Current_ID,Percent_Match,Match_Genus,Match_Species
DHSSI665-24,SSI-Yuba-44352-H7,Yuba,Octogomphus specularis,100,Octogomphus,Octogomphus specularis
DHSSI666-24,SSI-Yuba-44352-H8,Yuba,Juga,97.71,Juga,
DHSSI667-24,SSI-Yuba-44352-H9,Yuba,Physa,96.91,Physella,Physella gyrina
DHSSI668-24,SSI-Yuba-44352-H10,Yuba,Bezzia,97.86,,
DHSSI669-24,SSI-Yuba-44352-H11,Yuba,Apatania,99.69,Apatania,
DHSSI860-24,SSI-American-44353-A1,American,Ceratopsyche,100,Hydropsyche,Hydropsyche oslari
DHSSI866-24,SSI-American-44353-A7,American,Sweltsa,99.69,Alloperla,Alloperla chandleri
DHSSI867-24,SSI-American-44353-A8,American,Drunella flavilinea,99.02,Drunella,Drunella flavilinea
DHSSI872-24,SSI-American-44353-B1,American,Baetis,99.34,Baetis,Baetis bicaudatus
DHSSI877-24,SSI-American-44353-B6,American,Yoraperla,99.08,Yoraperla,Yoraperla nigrisoma
DHSSI878-24,SSI-American-44353-B7,American,Plectrocnemia,99.85,Polycentropus,Polycentropus variegatus
DHSSI881-24,SSI-American-44353-B10,American,Calineuria californica,99.15,Calineuria,Calineuria californica
DHSSI882-24,SSI-American-44353-B11,American,Epeorus longimanus,98.62,Epeorus,Epeorus longimanus
DHSSI883-24,SSI-American-44353-B12,American,Suwallia,99.39,Alloperla,Alloperla chandleri
DHSSI885-24,SSI-American-44353-C2,American,Prosimulium,100,Prosimulium,Prosimulium exigens
DHSSI886-24,SSI-American-44353-C3,American,Ameletus,98.89,Ameletus,Ameletus amador
DHSSI887-24,SSI-American-44353-C4,American,Drunella coloradensis,99.85,Drunella,Drunella flavilinea
DHSSI888-24,SSI-American-44353-C5,American,Ceratopsyche,99.23,Hydropsyche,Hydropsyche amblis
DHSSI889-24,SSI-American-44353-C6,American,Dicosmoecus,99.85,Dicosmoecus,Dicosmoecus sp. 12A202782
DHSSI891-24,SSI-American-44353-C8,American,Helodon onychodactylus,99.51,Helodon,Helodon onychodactylus complex
DHSSI899-24,SSI-American-44353-D4,American,Drunella flavilinea,100,Drunella,Drunella flavilinea
DHSSI900-24,SSI-American-44353-D5,American,Visoka cataractae,98.76,Visoka,Visoka cataractae
DHSSI901-24,SSI-American-44353-D6,American,Ameletus,99.21,Ameletus,Ameletus amador
DHSSI902-24,SSI-American-44353-D7,American,Sweltsa,99.08,Alloperla,Alloperla chandleri
DHSSI904-24,SSI-American-44353-D9,American,Epeorus,99.39,Epeorus,Epeorus nr. dulciana
DHSSI905-24,SSI-American-44353-D10,American,Baetis,99.5,Baetis,Baetis bicaudatus
DHSSI907-24,SSI-American-44353-D12,American,Pteronarcys,99.39,Pteronarcys,Pteronarcys princeps
DHSSI908-24,SSI-American-44353-E1,American,Sweltsa,98.93,Sweltsa,Sweltsa borealis
DHSSI910-24,SSI-American-44353-E3,American,Eukiefferiella devonica,98.16,Eukiefferiella,Eukiefferiella devonica gr.
DHSSI911-24,SSI-American-44353-E4,American,Neophylax splendens,99.38,Neophylax,Neophylax rickeri
DHSSI918-24,SSI-American-44353-E11,American,Orohermes crepusculus,99.69,Orohermes,Orohermes crepusculus
DHSSI919-24,SSI-American-44353-E12,American,Cultus,98.32,Susulus,Susulus venustus
DHSSI920-24,SSI-American-44353-F1,American,Baetis,99.34,Baetis,Baetis bicaudatus
DHSSI924-24,SSI-American-44353-F5,American,Epeorus,98.5,Epeorus,Epeorus sp.
DHSSI926-24,SSI-American-44353-F7,American,Yoraperla,99.54,Yoraperla,Yoraperla nigrisoma
DHSSI927-24,SSI-American-44353-F8,American,Hesperoperla,100,Hesperoperla,Hesperoperla hoguei
DHSSI930-24,SSI-American-44353-F11,American,Rhyacophila angelita,99.69,Rhyacophila,Rhyacophila perplana
DHSSI932-24,SSI-American-44353-G1,American,Rhyacophila narvae,100,Rhyacophila,Rhyacophila narvae
DHSSI933-24,SSI-American-44353-G2,American,Isoperla,98.62,Susulus,Susulus venustus
DHSSI934-24,SSI-American-44353-G3,American,Drunella flavilinea,98.86,Drunella,Drunella flavilinea
DHSSI935-24,SSI-American-44353-G4,American,Psychoglypha,98.93,Psychoglypha,Psychoglypha sp.
DHSSI936-24,SSI-American-44353-G5,American,Epeorus,99.68,Epeorus,Epeorus sp.
DHSSI937-24,SSI-American-44353-G6,American,Arctopsyche grandis,99.54,Arctopsyche,Arctopsyche grandis
DHSSI938-24,SSI-American-44353-G7,American,Pseudodiamesa,99.17,Pseudodiamesa,Pseudodiamesa sp. 20225A6
DHSSI939-24,SSI-American-44353-G8,American,Baetis,99.34,Baetis,Baetis bicaudatus
DHSSI940-24,SSI-American-44353-G9,American,Ecclisomyia,100,Ecclisomyia,Ecclisomyia sp.
DHSSI941-24,SSI-American-44353-G10,American,Baetis,99.34,Baetis,Baetis bicaudatus
DHSSI942-24,SSI-American-44353-G11,American,Zapada,100,Zapada,Zapada cinctipes
DHSSI943-24,SSI-American-44353-G12,American,Malenka,99.84,Malenka,Malenka californica
DHSSI945-24,SSI-American-44353-H2,American,Simulium,100,Simulium,Simulium annulitarse
DHSSI946-24,SSI-American-44353-H3,American,Yphria californica,100,Yphria,Yphria californica
DHSSI947-24,SSI-American-44353-H4,American,Rhyacophila brunnea,100,Rhyacophila,Rhyacophila DER sp ac
DHSSI949-24,SSI-American-44353-H6,American,Yoraperla,99.39,Yoraperla,Yoraperla nigrisoma
DHSSI950-24,SSI-American-44353-H7,American,Deuteronectes picturatus,98.14,Deuteronectes,Deuteronectes picturatus
DHSSI953-24,SSI-American-44353-H10,American,Baetis,99.67,Baetis,Baetis bicaudatus
DHSSI954-24,SSI-American-44353-H11,American,Sweltsa,100,Sweltsa,Sweltsa borealis
DHSSI784-24,SSI-American-44354-B8,American,Anafroptilum,81.73,Andesiops,
DHSSI828-24,SSI-American-44354-F4,American,Sperchon,85.66,Sperchon,
DHSSI844-24,SSI-American-44354-G8,American,Paraphaenocladius,88.26,Parametriocnemus,
DHSSI819-24,SSI-American-44354-E7,American,Ameletus,88.89,Ameletus,Ameletus andersoni
DHSSI833-24,SSI-American-44354-F9,American,Rhyacophila alberta,90.1,Rhyacophila,Rhyacophila alberta
DHSSI827-24,SSI-American-44354-F3,American,Diphetor hageni,91.59,Diphetor,
DHSSI845-24,SSI-American-44354-G9,American,Limnophila,93.43,,
DHSSI837-24,SSI-American-44354-G1,American,Deuteronectes picturatus,95.09,Deuteronectes,Deuteronectes picturatus
DHSSI826-24,SSI-American-44354-F2,American,Hexatoma,96.23,Hexatoma,
DHSSI834-24,SSI-American-44354-F10,American,Hexatoma,96.23,Hexatoma,
DHSSI830-24,SSI-American-44354-F6,American,Drunella flavilinea,96.88,Drunella,Drunella spinifera
DHSSI831-24,SSI-American-44354-F7,American,Rhyacophila verrula,96.92,Drunella,Drunella spinifera
DHSSI857-24,SSI-American-44354-H9,American,Caudatella heterocaudata,97.14,Caudatella,Caudatella heterocaudata
DHSSI783-24,SSI-American-44354-B7,American,Bezzia,97.55,,
DHSSI803-24,SSI-American-44354-D3,American,Afghanurus,98.32,Afghanurus,
DHSSI818-24,SSI-American-44354-E6,American,Ephemerella dorothea infrequens,98.32,,
DHSSI779-24,SSI-American-44354-B3,American,Afghanurus,98.62,Afghanurus,
DHSSI765-24,SSI-American-44354-A1,American,Boreonectes griseostriatus,98.75,Boreonectes,Boreonectes griseostriatus
DHSSI795-24,SSI-American-44354-C7,American,Lebertia,98.87,Lebertia,
DHSSI778-24,SSI-American-44354-B2,American,Paratanytarsus,98.92,,
DHSSI843-24,SSI-American-44354-G7,American,Visoka cataractae,99.07,Visoka,Visoka cataractae
DHSSI772-24,SSI-American-44354-A8,American,Ironodes,99.08,Ironodes,
DHSSI780-24,SSI-American-44354-B4,American,Sialis,99.08,Sialis,
DHSSI820-24,SSI-American-44354-E8,American,Epeorus longimanus,99.08,,
DHSSI829-24,SSI-American-44354-F5,American,Sweltsa,99.08,Alloperla,Alloperla chandleri
DHSSI790-24,SSI-American-44354-C2,American,Apatania,99.23,Apatania,
DHSSI832-24,SSI-American-44354-F8,American,Prosimulium,99.35,Prosimulium,Prosimulium secretum
DHSSI796-24,SSI-American-44354-C8,American,Cinygma,99.39,Cinygma,
DHSSI822-24,SSI-American-44354-E10,American,Yoraperla,99.39,Yoraperla,Yoraperla nigrisoma
DHSSI854-24,SSI-American-44354-H6,American,Suwallia,99.39,Alloperla,Alloperla chandleri
DHSSI785-24,SSI-American-44354-B9,American,Pagastia,99.49,Pagastia,
DHSSI789-24,SSI-American-44354-C1,American,Optioservus quadrimaculatus,99.51,Optioservus,Optioservus divergens
DHSSI816-24,SSI-American-44354-E4,American,Cinygmula,99.53,,
DHSSI791-24,SSI-American-44354-C3,American,Simulium,99.54,Simulium,
DHSSI797-24,SSI-American-44354-C9,American,Epeorus,99.54,Epeorus,Epeorus nr. dulciana
DHSSI811-24,SSI-American-44354-D11,American,Boreonectes griseostriatus,99.54,Boreonectes,Boreonectes griseostriatus
DHSSI848-24,SSI-American-44354-G12,American,Neoleptophlebia,99.54,Paraleptophlebia,
DHSSI852-24,SSI-American-44354-H4,American,Cinygmula,99.54,,
DHSSI855-24,SSI-American-44354-H7,American,Neophylax splendens,99.54,,
DHSSI793-24,SSI-American-44354-C5,American,Epeorus,99.61,Epeorus,Epeorus sp.
DHSSI775-24,SSI-American-44354-A11,American,Epeorus,99.64,Epeorus,Epeorus nr. dulciana
DHSSI766-24,SSI-American-44354-A2,American,Simulium,99.67,Simulium,Simulium canadense
DHSSI767-24,SSI-American-44354-A3,American,Epeorus,99.68,Epeorus,Epeorus sp.
DHSSI813-24,SSI-American-44354-E1,American,Neoleptophlebia,99.68,Paraleptophlebia,
DHSSI770-24,SSI-American-44354-A6,American,Plectrocnemia,99.69,Polycentropus,Polycentropus halidus
DHSSI773-24,SSI-American-44354-A9,American,Rheotanytarsus,99.69,,
DHSSI787-24,SSI-American-44354-B11,American,Octogomphus specularis,99.69,Octogomphus,Octogomphus specularis
DHSSI805-24,SSI-American-44354-D5,American,Calineuria californica,99.69,Calineuria,Calineuria californica
DHSSI821-24,SSI-American-44354-E9,American,Diamesa,99.69,,
DHSSI825-24,SSI-American-44354-F1,American,Cinygmula,99.69,,
DHSSI835-24,SSI-American-44354-F11,American,Taenionema,99.69,Taenionema,Taenionema kincaidi
DHSSI853-24,SSI-American-44354-H5,American,Rhyacophila angelita,99.69,Rhyacophila,Rhyacophila perplana
DHSSI812-24,SSI-American-44354-D12,American,Epeorus,99.84,Epeorus,Epeorus sp.
DHSSI769-24,SSI-American-44354-A5,American,Cinygma,99.85,Cinygma,
DHSSI774-24,SSI-American-44354-A10,American,Parapsyche almota,99.85,Parapsyche,Parapsyche almota
DHSSI781-24,SSI-American-44354-B5,American,Cordulegaster dorsalis,99.85,Cordulegaster,Cordulegaster dorsalis
DHSSI798-24,SSI-American-44354-C10,American,Ampumixis dispar,99.85,Ampumixis,Ampumixis dispar
DHSSI801-24,SSI-American-44354-D1,American,Baetis,99.85,Baetis,
DHSSI804-24,SSI-American-44354-D4,American,Parapsyche almota,99.85,Parapsyche,Parapsyche almota
DHSSI807-24,SSI-American-44354-D7,American,Neoleptophlebia,99.85,Paraleptophlebia,
DHSSI814-24,SSI-American-44354-E2,American,Micropsectra,99.85,Tanytarsus,
DHSSI815-24,SSI-American-44354-E3,American,Baetis,99.85,Baetis,
DHSSI824-24,SSI-American-44354-E12,American,Lepidostoma,99.85,Lepidostoma,
DHSSI851-24,SSI-American-44354-H3,American,Ameletus,99.85,,
DHSSI768-24,SSI-American-44354-A4,American,Ochrotrichia,100,Hydroptila,
DHSSI771-24,SSI-American-44354-A7,American,Pacifastacus leniusculus,100,Pacifastacus,Pacifastacus leniusculus
DHSSI777-24,SSI-American-44354-B1,American,Hydroptila,100,Hydroptila,
DHSSI782-24,SSI-American-44354-B6,American,Zaitzevia,100,Zaitzevia,
DHSSI786-24,SSI-American-44354-B10,American,Hydropsyche,100,Hydropsyche,Hydropsyche occidentalis
DHSSI788-24,SSI-American-44354-B12,American,Ameletus,100,Ameletus,
DHSSI792-24,SSI-American-44354-C4,American,Ceratopsyche,100,Hydropsyche,Hydropsyche oslari
DHSSI794-24,SSI-American-44354-C6,American,Clitellata,100,Eiseniella,Eiseniella tetraedra
DHSSI799-24,SSI-American-44354-C11,American,Rhyacophila betteni,100,Rhyacophila,Rhyacophila betteni gr.
DHSSI800-24,SSI-American-44354-C12,American,Wormaldia,100,,
DHSSI802-24,SSI-American-44354-D2,American,Isoperla,100,Isoperla,Isoperla mormona
DHSSI806-24,SSI-American-44354-D6,American,Epeorus,100,Epeorus,
DHSSI808-24,SSI-American-44354-D8,American,Drunella flavilinea,100,Drunella,Drunella coloradensis
DHSSI809-24,SSI-American-44354-D9,American,Pentaneura,100,,
DHSSI810-24,SSI-American-44354-D10,American,Rhyacophila brunnea,100,Rhyacophila,Rhyacophila DER sp ac
DHSSI817-24,SSI-American-44354-E5,American,Ironodes,100,Ironodes,
DHSSI823-24,SSI-American-44354-E11,American,Lepidostoma cascadense,100,Lepidostoma,Lepidostoma cascadense
DHSSI836-24,SSI-American-44354-F12,American,Ceratopsyche,100,Hydropsyche,Hydropsyche amblis
DHSSI838-24,SSI-American-44354-G2,American,Baetis,100,,
DHSSI839-24,SSI-American-44354-G3,American,Neoleptophlebia,100,Paraleptophlebia,
DHSSI841-24,SSI-American-44354-G5,American,Serratella tibialis,100,Serratella,Serratella tibialis
DHSSI842-24,SSI-American-44354-G6,American,Rhyacophila angelita,100,,
DHSSI846-24,SSI-American-44354-G10,American,Rhyacophila betteni,100,,
DHSSI856-24,SSI-American-44354-H8,American,Orohermes crepusculus,100,Orohermes,Orohermes crepusculus
DHSSI858-24,SSI-American-44354-H10,American,Serratella tibialis,100,Serratella,Serratella tibialis
DHSSI700-24,SSI-American-44355-C7,American,Matriella teresa,83.43,Ephemerella,Ephemerella dorothea
DHSSI701-24,SSI-American-44355-C8,American,Hygrobates,84.26,Hygrobates,Hygrobates sp0943A
DHSSI682-24,SSI-American-44355-B1,American,Ameletus,85.56,Parameletus,Parameletus chelifer
DHSSI758-24,SSI-American-44355-H5,American,Siphlonurus,85.78,Siphlonurus,Siphlonurus minnoi
DHSSI739-24,SSI-American-44355-F10,American,Taenionema,85.8,Taenionema,Taenionema pacificum
DHSSI706-24,SSI-American-44355-D1,American,Tvetenia bavarica,86.14,Eukiefferiella,Eukiefferiella tirolensis
DHSSI736-24,SSI-American-44355-F7,American,Polypedilum aviceps,87.5,Phaenopsectra,Phaenopsectra punctipes
DHSSI702-24,SSI-American-44355-C9,American,Polypedilum aviceps,87.81,Phaenopsectra,Phaenopsectra punctipes
DHSSI718-24,SSI-American-44355-E1,American,Rheotanytarsus,87.86,Rheotanytarsus,Rheotanytarsus sp. 25XL
DHSSI719-24,SSI-American-44355-E2,American,Torrenticola,87.92,Torrenticola,Torrenticola tjiwalensis
DHSSI688-24,SSI-American-44355-B7,American,Polypedilum aviceps,88.17,Polypedilum,Polypedilum titicacae
DHSSI763-24,SSI-American-44355-H10,American,Dixa,88.63,Dixella,Dixella obscura
DHSSI743-24,SSI-American-44355-G2,American,Dolichopodidae,88.65,Chionea,Chionea lutescens
DHSSI713-24,SSI-American-44355-D8,American,Dixa,88.97,Dixella,Dixella bankowskae
DHSSI755-24,SSI-American-44355-H2,American,Hydraena,89.4,Hydraena,Hydraena angulicollis
DHSSI690-24,SSI-American-44355-B9,American,Lebertia,89.45,Lebertia,Lebertia porosa
DHSSI761-24,SSI-American-44355-H8,American,Dixella,90.06,Dixella,Dixella lobata
DHSSI717-24,SSI-American-44355-D12,American,Ironodes,90.37,Ironodes,Ironodes sp. JMW1
DHSSI722-24,SSI-American-44355-E5,American,Antocha,91.12,Chionea,Chionea lutescens
DHSSI749-24,SSI-American-44355-G8,American,Cricotopus,91.31,Orthocladius,Orthocladius dentifer
DHSSI703-24,SSI-American-44355-C10,American,Dixa,91.32,Parochlus,Parochlus kiefferi
DHSSI740-24,SSI-American-44355-F11,American,Cricotopus,91.48,Orthocladius,Orthocladius dentifer
DHSSI746-24,SSI-American-44355-G5,American,Prosimulium,91.54,Prosimulium,Prosimulium magnum spp Group
DHSSI747-24,SSI-American-44355-G6,American,Rhyacophila rotunda,93.15,Rhyacophila,Rhyacophila norcuta
DHSSI674-24,SSI-American-44355-A5,American,Suwallia,93.27,Suwallia,Suwallia sp. BIOUG01
DHSSI728-24,SSI-American-44355-E11,American,Dicranota,93.88,Dicranota,Dicranota persimilis
DHSSI676-24,SSI-American-44355-A7,American,Hexatoma,94.19,Hexatoma,Hexatoma spinosa
DHSSI759-24,SSI-American-44355-H6,American,Tinodes,94.47,Tinodes,Tinodes consuetus
DHSSI673-24,SSI-American-44355-A4,American,Cinygmula,94.66,Cinygmula,Cinygmula sp. RN1
DHSSI678-24,SSI-American-44355-A9,American,Ephemerella dorothea infrequens,94.8,Ephemerella,Ephemerella dorothea
DHSSI681-24,SSI-American-44355-A12,American,Cinygmula,94.82,Cinygmula,Cinygmula sp.
DHSSI737-24,SSI-American-44355-F8,American,Neohermes filicornis,95.23,Neohermes,Neohermes californicus
DHSSI756-24,SSI-American-44355-H3,American,Neohermes filicornis,95.23,Neohermes,Neohermes californicus
DHSSI697-24,SSI-American-44355-C4,American,Neoleptophlebia,95.69,Neoleptophlebia,Neoleptophlebia memorialis
DHSSI686-24,SSI-American-44355-B5,American,Neoleptophlebia,95.85,Neoleptophlebia,Neoleptophlebia memorialis
DHSSI748-24,SSI-American-44355-G7,American,Wormaldia,96.64,Wormaldia,Wormaldia birneyi
DHSSI705-24,SSI-American-44355-C12,American,Thienemannimyia,96.79,Thienemannimyia,Thienemannimyia grp.
DHSSI738-24,SSI-American-44355-F9,American,Prosimulium,97.24,Prosimulium,Prosimulium flaviantennus
DHSSI752-24,SSI-American-44355-G11,American,Sanfilippodytes,97.4,Sanfilippodytes,Sanfilippodytes sp. NHM-IR441
DHSSI671-24,SSI-American-44355-A2,American,Epeorus longimanus,98.32,Epeorus,Epeorus longimanus
DHSSI695-24,SSI-American-44355-C2,American,Epeorus longimanus,98.47,Epeorus,Epeorus longimanus
DHSSI677-24,SSI-American-44355-A8,American,Epeorus longimanus,98.62,Epeorus,Epeorus longimanus
DHSSI733-24,SSI-American-44355-F4,American,Drunella doddsii,98.78,Drunella,Drunella doddsii
DHSSI745-24,SSI-American-44355-G4,American,Tvetenia bavarica,98.78,Tvetenia,Tvetenia bavarica gr.
DHSSI710-24,SSI-American-44355-D5,American,Epeorus,98.88,Epeorus,Epeorus sp.
DHSSI691-24,SSI-American-44355-B10,American,Neophylax,99.23,Neophylax,Neophylax rickeri
DHSSI715-24,SSI-American-44355-D10,American,Ordobrevia,99.24,Ordobrevia,Ordobrevia nubifera
DHSSI680-24,SSI-American-44355-A11,American,Onocosmoecus,99.34,Onocosmoecus,Onocosmoecus unicolor
DHSSI696-24,SSI-American-44355-C3,American,Baetis,99.34,Baetis,Baetis bicaudatus
DHSSI724-24,SSI-American-44355-E7,American,Baetis,99.5,Baetis,Baetis bicaudatus
DHSSI729-24,SSI-American-44355-E12,American,Baetis,99.5,Baetis,Baetis bicaudatus
DHSSI742-24,SSI-American-44355-G1,American,Baetis,99.5,Baetis,Baetis bicaudatus
DHSSI751-24,SSI-American-44355-G10,American,Baetis,99.5,Baetis,Baetis bicaudatus
DHSSI675-24,SSI-American-44355-A6,American,Baetis,99.54,Baetis,Baetis adonis
DHSSI727-24,SSI-American-44355-E10,American,Wormaldia,99.54,Wormaldia,Wormaldia gabriella
DHSSI730-24,SSI-American-44355-F1,American,Epeorus,99.54,Epeorus,Epeorus nr. dulciana
DHSSI734-24,SSI-American-44355-F5,American,Epeorus,99.68,Epeorus,Epeorus sp.
DHSSI672-24,SSI-American-44355-A3,American,Drunella flavilinea,99.69,Drunella,Drunella flavilinea
DHSSI683-24,SSI-American-44355-B2,American,Drunella flavilinea,99.69,Drunella,Drunella flavilinea
DHSSI687-24,SSI-American-44355-B6,American,Suwallia,99.69,Alloperla,Alloperla chandleri
DHSSI693-24,SSI-American-44355-B12,American,Calineuria californica,99.69,Calineuria,Calineuria californica
DHSSI757-24,SSI-American-44355-H4,American,Aeshna interrupta,99.69,Aeshna,Aeshna interrupta
DHSSI741-24,SSI-American-44355-F12,American,Capnia,99.82,Arsapnia,Arsapnia tumida
DHSSI704-24,SSI-American-44355-C11,American,Drunella flavilinea,99.84,Drunella,Drunella flavilinea
DHSSI723-24,SSI-American-44355-E6,American,Malenka,99.84,Malenka,Malenka californica
DHSSI731-24,SSI-American-44355-F2,American,Simulium,99.84,Simulium,Simulium virgatum
DHSSI670-24,SSI-Yuba-44355-A1,Yuba,Heteroplectron californicum,99.85,Heteroplectron,Heteroplectron californicum
DHSSI689-24,SSI-American-44355-B8,American,Plectrocnemia,99.85,Polycentropus,Polycentropus variegatus
DHSSI692-24,SSI-American-44355-B11,American,Micrasema,99.85,Micrasema,Micrasema bactro
DHSSI707-24,SSI-American-44355-D2,American,Ceratopsyche,99.85,Hydropsyche,Hydropsyche oslari
DHSSI708-24,SSI-American-44355-D3,American,Potthastia gaedii,99.85,Potthastia,Potthastia sp. TP16
DHSSI711-24,SSI-American-44355-D6,American,Simulium,99.85,Simulium,Simulium tuberosum complex
DHSSI720-24,SSI-American-44355-E3,American,Rhyacophila brunnea,99.85,Rhyacophila,Rhyacophila DER sp ac
DHSSI735-24,SSI-American-44355-F6,American,Ceratopsyche,99.85,Hydropsyche,Hydropsyche oslari
DHSSI764-24,SSI-American-44355-H11,American,Drunella flavilinea,99.85,Drunella,Drunella flavilinea
DHSSI679-24,SSI-American-44355-A10,American,Lepidostoma,100,Lepidostoma,Lepidostoma rayneri
DHSSI684-24,SSI-American-44355-B3,American,Lepidostoma,100,Lepidostoma,Lepidostoma rayneri
DHSSI685-24,SSI-American-44355-B4,American,Ordobrevia nubifera,100,Ordobrevia,Ordobrevia nubifera
DHSSI698-24,SSI-American-44355-C5,American,Eukiefferiella claripennis,100,Eukiefferiella,Eukiefferiella claripennis
DHSSI699-24,SSI-American-44355-C6,American,Lepidostoma,100,Lepidostoma,Lepidostoma unicolor
DHSSI709-24,SSI-American-44355-D4,American,Diphetor hageni,100,Diphetor,Diphetor hageni
DHSSI712-24,SSI-American-44355-D7,American,Rhyacophila coloradensis,100,Rhyacophila,Rhyacophila kernada
DHSSI714-24,SSI-American-44355-D9,American,Nilotanypus,100,Nilotanypus,Nilotanypus fimbriatus
DHSSI721-24,SSI-American-44355-E4,American,Calineuria californica,100,Calineuria,Calineuria californica
DHSSI725-24,SSI-American-44355-E8,American,Rhyacophila betteni,100,Rhyacophila,Rhyacophila betteni gr.
DHSSI726-24,SSI-American-44355-E9,American,Calineuria californica,100,Calineuria,Calineuria californica
DHSSI732-24,SSI-American-44355-F3,American,Eukiefferiella claripennis,100,Eukiefferiella,Eukiefferiella claripennis
DHSSI744-24,SSI-American-44355-G3,American,Micropsectra,100,Micropsectra,Micropsectra polita
DHSSI750-24,SSI-American-44355-G9,American,Zavrelimyia,100,Zavrelimyia,Zavrelimyia thryptica
